,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
538,GP,F,16,R,GT3,T,0,2,other,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,3,1,4,4,2,0,19,9
539,GP,F,15,R,GT3,T,1,2,other,other,reputation,mother,0,1,0,no,no,no,no,yes,yes,yes,yes,3,2,2,0,1,4,1,16,8,10
540,MS,M,16,U,LE3,T,1,1,other,services,course,mother,0,0,0,no,no,no,yes,yes,yes,yes,no,4,3,4,0,1,3,2,4,6,17
541,MS,F,15,U,GT3,T,0,1,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,4,0,1,4,0,5,5,18
542,GP,F,18,U,GT3,T,0,1,other,services,course,mother,2,0,0,no,yes,no,no,yes,yes,yes,no,5,3,4,0,1,4,0,6,12,13
543,GP,F,16,U,GT3,T,0,1,other,other,reputation,other,1,1,0,yes,yes,no,yes,yes,yes,yes,no,2,4,3,0,0,4,0,6,3,17
544,MS,M,16,U,GT3,T,1,0,health,other,course,father,1,0,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,0,4,3,12,19,6
545,GP,M,15,U,LE3,T,0,0,at_home,other,course,father,0,2,0,no,no,no,no,yes,yes,no,yes,4,3,2,1,1,4,0,14,12,11
546,MS,F,16,U,GT3,T,3,1,services,other,other,other,1,0,0,no,no,no,no,no,yes,yes,yes,2,4,3,0,1,4,2,2,8,7
547,GP,M,15,U,GT3,T,1,0,services,services,reputation,mother,0,0,0,no,yes,no,yes,yes,no,yes,yes,4,3,2,0,1,4,3,13,9,17
548,MS,M,16,U,LE3,T,3,0,other,services,home,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,3,2,1,2,5,3,8,6,18
549,MS,M,14,U,GT3,T,0,3,at_home,other,course,mother,1,0,0,no,yes,no,yes,yes,yes,no,yes,1,2,3,1,1,1,1,6,10,18
550,MS,F,16,U,GT3,T,3,4,health,services,reputation,mother,1,0,0,no,no,no,yes,yes,yes,yes,no,3,2,5,1,1,0,0,7,13,14
551,MS,M,16,R,GT3,T,0,2,services,at_home,reputation,mother,0,1,0,no,no,no,no,yes,yes,yes,yes,3,2,3,1,4,0,2,9,6,8
552,MS,M,14,R,GT3,T,0,0,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,3,2,5,0,1,4,4,4,9,9
553,GP,F,15,U,GT3,T,1,3,other,teacher,other,mother,0,0,0,no,yes,no,no,yes,no,yes,no,4,3,3,1,4,4,2,5,3,8
554,GP,M,16,R,GT3,T,0,2,other,other,home,father,0,1,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,1,1,4,0,10,5,15
555,GP,M,17,R,GT3,T,2,3,other,other,reputation,mother,0,4,1,no,yes,no,no,yes,yes,yes,no,3,2,3,1,1,3,0,13,10,14
556,MS,F,18,U,LE3,T,2,0,health,other,reputation,mother,0,0,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,1,3,0,4,5,17
557,MS,M,17,U,GT3,T,3,3,services,other,reputation,mother,0,1,0,no,yes,no,yes,no,yes,yes,yes,4,1,4,1,1,5,2,12,8,10
558,GP,F,16,U,GT3,T,3,0,other,services,reputation,other,0,1,0,no,no,no,yes,yes,yes,no,no,4,4,2,2,1,2,3,6,9,20
559,MS,F,15,U,GT3,T,2,0,health,other,home,mother,1,0,4,no,no,no,no,yes,yes,yes,no,4,2,2,1,3,4,1,6,5,12
560,GP,F,17,U,GT3,T,0,1,other,other,course,father,1,0,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,6,5,0,6,9,18
561,GP,F,16,U,LE3,T,2,0,other,other,course,mother,0,1,0,yes,no,no,no,yes,yes,no,no,4,2,4,3,2,3,1,6,8,16
562,GP,M,16,R,GT3,A,3,0,at_home,other,course,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,3,3,2,1,1,4,0,2,10,16
563,GP,M,17,R,GT3,T,1,0,teacher,health,course,other,0,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,1,0,5,0,1,7,13
564,GP,M,16,R,GT3,T,0,2,services,services,course,mother,1,0,0,no,no,no,yes,yes,yes,no,yes,4,2,1,1,3,0,3,2,10,10
565,MS,M,15,U,GT3,T,0,0,other,other,other,father,0,1,0,no,yes,no,no,no,yes,no,no,3,2,3,1,0,5,0,2,12,19
566,GP,M,16,U,GT3,T,0,0,health,other,course,mother,0,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,0,3,5,0,8,6,14
567,MS,M,16,U,LE3,T,1,3,services,other,course,mother,0,1,0,no,no,no,yes,yes,yes,yes,no,4,1,5,1,4,0,5,4,6,14
568,MS,F,16,R,GT3,T,2,2,at_home,other,home,mother,0,0,0,yes,yes,no,yes,yes,yes,no,yes,3,3,3,1,1,4,2,12,13,12
569,GP,F,18,U,GT3,T,1,3,other,other,reputation,mother,1,1,0,no,yes,no,yes,no,yes,yes,yes,3,2,3,0,3,4,0,4,12,11
570,MS,F,16,R,LE3,T,2,0,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,3,2,3,1,1,4,0,8,16,-6
571,MS,F,17,U,LE3,T,0,0,services,health,other,mother,0,1,0,no,no,no,no,yes,yes,no,yes,2,3,3,1,3,1,0,9,13,18
572,GP,M,16,U,LE3,T,3,1,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,3,0,5,0,1,4,0,5,19,15
573,GP,M,14,U,GT3,T,0,0,services,other,course,father,2,1,0,no,no,no,no,no,yes,yes,no,4,1,2,2,2,3,12,2,6,17
574,GP,F,17,U,GT3,T,0,3,health,other,other,father,2,0,0,no,no,no,no,yes,yes,no,no,5,3,2,0,1,4,6,5,6,14
575,MS,F,16,U,LE3,T,0,0,at_home,other,course,father,0,1,0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,4,4,0,3,8,7
576,MS,M,17,U,GT3,T,0,0,services,other,other,mother,0,1,0,no,yes,no,no,yes,yes,yes,no,2,2,2,1,1,4,3,7,7,18
577,MS,M,15,U,GT3,T,1,0,services,at_home,course,mother,0,1,0,no,no,no,yes,no,no,yes,no,3,3,2,0,1,4,29,5,15,8
578,MS,F,18,U,GT3,T,0,0,health,other,home,mother,0,0,0,no,no,no,yes,yes,yes,yes,no,4,3,1,0,1,3,3,10,8,14
579,GP,F,16,U,GT3,T,0,2,at_home,other,course,mother,0,1,0,no,yes,no,no,yes,yes,yes,no,5,2,1,1,1,4,10,5,7,15
580,MS,M,16,R,GT3,T,1,1,other,other,course,mother,0,0,0,yes,no,no,no,yes,yes,no,yes,4,3,2,2,2,5,1,12,6,11
581,GP,M,17,U,GT3,T,1,3,other,services,home,mother,0,0,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,4,3,2,10,7,9
582,MS,M,16,U,LE3,T,0,1,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,1,4,4,1,5,7,14
583,GP,F,16,U,LE3,T,1,0,at_home,other,course,mother,0,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,0,4,1,9,10,12
584,MS,M,15,R,GT3,T,2,1,teacher,services,home,mother,0,0,0,no,no,no,yes,yes,yes,yes,no,4,3,2,2,1,1,0,13,14,12
585,MS,F,15,R,GT3,T,2,0,at_home,services,course,father,0,1,0,no,no,no,no,yes,yes,yes,no,3,2,3,0,1,0,14,11,10,10
586,GP,F,17,U,LE3,T,0,0,services,services,course,father,4,1,0,no,no,no,no,yes,yes,no,no,5,2,3,1,1,4,2,9,5,19
587,GP,F,16,U,LE3,T,1,2,other,teacher,home,mother,1,0,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,4,0,6,9,10
588,GP,F,15,R,LE3,T,2,1,other,other,home,mother,0,1,1,yes,yes,no,yes,yes,yes,yes,yes,3,2,1,2,3,3,12,9,15,16
589,GP,M,15,U,LE3,T,4,3,at_home,services,reputation,mother,0,1,0,no,yes,no,yes,yes,no,yes,no,4,2,3,1,3,2,3,5,8,0
590,MS,F,15,U,GT3,T,1,3,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,3,4,1,4,4,12,10,8,6
591,MS,F,16,U,GT3,T,1,0,at_home,other,other,mother,1,4,1,no,yes,no,no,yes,yes,no,no,4,2,3,1,1,0,1,14,6,19
592,GP,F,16,U,GT3,A,2,2,at_home,other,course,mother,0,2,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,0,0,1,11,18,12
593,MS,F,17,U,GT3,T,1,1,other,other,course,mother,0,1,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,1,4,0,17,14,9
594,GP,F,14,R,GT3,T,0,4,services,services,reputation,mother,2,0,0,no,yes,no,no,yes,yes,yes,no,3,1,1,2,1,4,0,7,15,10
595,MS,M,17,U,GT3,T,1,3,other,other,course,mother,1,0,0,no,yes,no,no,yes,yes,yes,no,4,3,3,4,2,4,1,9,12,2
596,GP,F,16,U,GT3,T,1,0,other,other,home,mother,0,1,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,0,4,0,10,4,12
597,GP,F,17,R,LE3,T,0,0,other,other,reputation,father,1,1,0,yes,no,no,yes,no,yes,yes,no,4,2,5,0,1,1,1,5,16,11
598,GP,F,18,U,GT3,T,2,1,at_home,at_home,course,mother,2,0,0,no,no,no,no,yes,yes,yes,no,4,1,4,0,1,4,1,14,7,13
599,MS,M,16,U,GT3,T,1,3,other,services,reputation,mother,0,0,0,no,no,no,no,yes,yes,yes,no,4,2,2,0,1,4,3,7,3,12
600,GP,F,15,R,GT3,T,3,1,services,services,home,father,1,0,0,no,yes,no,yes,yes,yes,yes,no,3,2,3,0,1,0,2,6,5,16
601,GP,F,16,R,LE3,T,3,1,other,other,other,father,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,2,4,2,0,5,1,13,11,9
602,MS,M,15,U,GT3,T,1,1,other,services,other,mother,0,1,0,no,yes,no,yes,yes,yes,no,no,3,2,3,1,0,4,0,18,14,19
603,MS,F,15,R,GT3,T,1,0,services,other,course,mother,1,1,0,yes,yes,no,no,yes,yes,yes,yes,2,3,3,0,1,1,12,1,9,14
604,GP,M,15,U,GT3,T,1,2,teacher,services,course,father,1,1,0,no,no,no,yes,yes,no,no,no,4,2,3,0,1,4,20,12,18,11
605,GP,F,16,R,LE3,T,1,0,other,services,home,father,1,1,0,no,no,no,no,yes,no,no,no,0,2,2,1,1,1,2,13,11,11
606,MS,F,15,U,GT3,T,1,3,health,other,home,mother,0,0,4,no,no,no,no,yes,yes,yes,no,3,2,5,1,1,5,3,4,3,8
607,GP,M,16,U,LE3,T,2,0,at_home,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,1,2,2,2,3,2,1,3,5,17
608,GP,F,15,U,GT3,T,0,1,other,other,home,mother,1,0,0,no,yes,no,no,yes,yes,yes,yes,3,3,3,1,1,4,0,12,13,6
609,MS,F,16,U,LE3,T,1,0,health,other,course,mother,0,3,1,no,no,no,yes,yes,yes,yes,yes,4,2,3,0,0,4,1,9,6,15
610,GP,F,17,R,LE3,T,2,3,at_home,services,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,0,1,4,0,3,4,1,14,6,15
611,GP,M,18,U,GT3,T,1,0,other,health,course,mother,0,0,0,no,no,no,yes,yes,no,yes,no,3,2,3,1,1,4,0,8,5,18
612,MS,F,16,U,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,3,3,3,0,4,0,15,11,13
613,MS,M,16,U,LE3,T,2,3,other,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,1,3,1,4,5,7
614,GP,F,16,U,LE3,T,0,0,at_home,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,3,2,3,1,3,0,2,6,7,9
615,GP,F,17,U,GT3,T,1,1,other,other,course,father,1,1,0,no,no,yes,yes,yes,no,no,yes,3,3,3,1,1,5,0,8,11,18
616,MS,F,15,R,LE3,T,3,1,other,other,course,other,0,2,0,no,no,no,no,yes,yes,yes,no,3,3,4,1,3,4,19,8,9,18
617,GP,M,15,U,LE3,T,3,1,at_home,other,other,mother,0,0,0,no,yes,no,no,yes,no,yes,no,3,3,4,0,1,1,0,6,8,8
618,GP,M,16,U,GT3,T,3,2,other,services,course,mother,0,1,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,0,1,7,9,11
619,GP,F,17,R,GT3,A,1,0,teacher,services,reputation,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,2,3,1,6,0,1,10,7,5
620,GP,M,15,R,GT3,T,1,1,services,other,home,mother,0,0,4,no,yes,no,yes,yes,yes,yes,yes,3,2,5,1,1,0,0,15,14,9
621,GP,M,16,U,GT3,T,1,2,other,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,2,2,3,1,1,4,2,9,6,17
622,GP,F,16,U,GT3,T,3,1,other,other,other,mother,0,0,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,4,3,2,13,5,8
623,MS,M,17,R,GT3,T,0,0,other,other,home,mother,0,1,0,no,no,no,yes,yes,yes,yes,yes,3,0,5,2,3,4,2,10,6,13
624,GP,F,16,R,LE3,T,2,0,services,services,course,mother,1,0,0,no,yes,no,no,yes,yes,yes,yes,5,3,2,1,0,4,0,6,4,20
625,GP,F,16,U,LE3,T,2,1,services,other,course,mother,1,0,0,no,yes,yes,no,yes,yes,yes,no,3,2,2,1,0,4,1,10,7,10
626,GP,M,17,U,LE3,T,4,0,at_home,other,course,mother,1,0,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,1,5,1,9,3,12
627,MS,F,17,U,GT3,T,1,1,other,services,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,3,1,1,4,0,6,12,7
628,GP,F,16,U,LE3,T,0,1,at_home,health,reputation,mother,0,3,0,no,no,no,yes,yes,no,yes,no,2,4,2,1,1,5,2,5,7,11
629,MS,M,17,R,LE3,T,1,1,services,other,reputation,father,0,0,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,0,4,16,9,4,11
630,MS,M,18,U,LE3,T,0,2,other,other,reputation,mother,1,0,0,yes,no,no,yes,yes,yes,yes,no,3,1,3,2,2,4,11,12,3,12
631,MS,F,16,U,GT3,T,1,0,services,other,course,father,0,1,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,2,4,0,10,5,13
632,MS,M,17,U,GT3,T,2,3,other,other,home,mother,1,1,0,yes,no,no,no,yes,no,yes,no,3,4,2,1,1,5,0,3,10,12
633,MS,F,18,U,GT3,A,1,0,other,services,other,other,0,2,1,no,no,no,no,yes,yes,yes,yes,3,3,3,0,0,3,0,17,7,10
634,GP,M,18,U,GT3,T,1,1,other,services,other,other,0,0,0,no,no,no,no,yes,yes,yes,yes,3,0,2,6,0,4,1,13,12,17
635,MS,M,16,U,LE3,T,0,3,at_home,other,other,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,1,2,1,1,1,1,10,8,15
636,MS,M,17,U,LE3,T,1,1,at_home,other,course,mother,1,1,0,yes,no,no,no,yes,yes,no,yes,4,2,3,1,1,5,12,16,7,16
637,MS,M,16,U,LE3,T,2,0,other,services,other,father,1,1,0,no,yes,yes,no,yes,yes,yes,yes,3,2,5,1,2,5,1,17,8,-2
638,GP,F,16,U,LE3,T,0,0,health,services,course,mother,0,1,0,no,yes,no,no,yes,yes,yes,yes,3,3,2,1,2,3,3,11,9,16
639,GP,F,16,U,GT3,T,1,1,other,services,reputation,father,0,0,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,4,10,8,12,13
640,GP,M,16,U,GT3,T,3,0,at_home,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,3,2,2,1,3,4,1,5,5,13
641,MS,F,16,U,LE3,T,0,3,other,services,course,mother,1,1,0,no,no,no,yes,no,yes,yes,yes,4,2,2,0,0,4,18,14,11,8
642,GP,M,14,U,LE3,T,3,3,at_home,services,course,father,1,0,0,no,no,no,yes,yes,yes,yes,yes,4,1,1,1,1,0,0,11,12,14
643,GP,M,17,U,GT3,T,1,0,at_home,services,home,mother,2,1,0,no,no,no,no,yes,yes,no,yes,4,4,4,0,1,4,0,3,6,17
644,GP,M,16,R,GT3,T,-1,0,other,services,reputation,father,0,1,0,no,no,no,no,yes,yes,no,no,4,3,3,0,1,4,1,13,10,14
645,GP,F,18,R,LE3,T,0,1,services,other,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,2,4,0,2,12,15
646,MS,F,16,U,LE3,T,0,1,at_home,other,home,father,0,1,0,no,no,no,yes,yes,yes,yes,no,4,0,1,0,2,4,3,5,8,12
647,GP,M,15,R,GT3,T,2,1,at_home,services,other,father,1,1,0,no,no,no,no,yes,yes,no,yes,4,2,2,1,1,4,1,7,7,14
648,MS,M,16,U,LE3,T,3,0,health,other,reputation,mother,0,0,0,no,yes,no,no,yes,yes,yes,no,4,3,1,2,2,4,1,10,5,18
